-2.142857,267
-2.142857,-302
-2.142857,7
-2.142857,8
-2.142857,279
-2.142857,-1192
-2.142857,1220
-2.142857,-605
-2.142857,630
-2.142857,-1024
-2.142857,1181
-2.142857,-826
-2.142857,455
-2.142857,-406
-2.142857,679
-2.142857,-466
-2.142857,-37
-2.142857,293
-2.142857,-457
-2.142857,571
-2.142857,-907
-2.142857,2357
-2.142857,-2168
-2.142857,1418
-2.142857,-532
-2.142857,3119
-2.142857,-3277
-2.142857,1934
-2.142857,-1041
-2.142857,-1274
-2.142857,-177
-2.142857,3597
-2.142857,-4341
-2.142857,1371
-2.142857,-2168
-2.142857,2267
-2.142857,-3706
-2.142857,1420
-2.142857,4082
-2.142857,-2337
-2.142857,-2775
-2.142857,1983
-2.142857,3820
-2.142857,-30
-2.142857,-7548
-2.142857,7582
-2.142857,-209
-2.142857,-2943
-2.142857,3872
-2.142857,281
-2.142857,-4933
-2.142857,-1272
-2.142857,3292
-2.142857,4238
-2.142857,-4617
-2.142857,-13516
-2.142857,7669
-2.142857,-3770
-2.142857,1458
-2.142857,379
-2.142857,2627
-2.142857,-11118
-2.142857,5736
-2.142857,433
-2.142857,7098
-2.142857,-9617
-2.142857,3676
-2.142857,-10712
-2.142857,139
-2.142857,-3467
-2.142857,1940
-2.142857,8485
-2.142857,-402
-2.142857,8902
-2.142857,2520
-2.142857,-5114
-2.142857,2039
-2.142857,6701
-2.142857,186
-2.142857,-4408
-2.142857,3633
-2.142857,-8971
-2.142857,7811
-2.142857,-5712
-2.142857,-724
-2.142857,9984
-2.142857,-2981
-2.142857,-569
-2.142857,6396
-2.142857,720
-2.142857,-3554
-2.142857,2447
-2.142857,-16300
-2.142857,-4608
-2.142857,1985
-2.142857,4618
-2.142857,5951
-2.142857,4944
-2.142857,10799
-2.142857,-5577
-2.142857,-2214
-2.142857,5470
-2.142857,-2221
-2.142857,-1443
-2.142857,-10632
-2.142857,-2340
-2.107143,4653
-2.107143,-8482
-2.107143,8709
-2.107143,888
-2.107143,5932
-2.107143,-3424
-2.107143,-217
-2.107143,1838
-2.107143,-878
-2.107143,-164
-2.107143,265
-2.107143,-575
-2.107143,395
-2.107143,-91
-2.107143,-540
-2.107143,360
-2.107143,460
-2.107143,274
-2.107143,-1137
-2.107143,1285
-2.107143,-816
-2.107143,472
-2.107143,-888
-2.107143,1177
-2.107143,-809
-2.107143,321
-2.107143,1
-2.107143,33
-2.107143,-330
-2.107143,153
-2.107143,1355
-2.107143,-1192
-2.107143,-950
-2.107143,2360
-2.107143,2931
-2.107143,-5675
-2.107143,3734
-2.107143,-240
-2.107143,-679
-2.107143,-79
-2.107143,2857
-2.107143,-1877
-2.107143,-1269
-2.107143,1232
-2.107143,3755
-2.107143,-3512
-2.107143,940
-2.107143,4917
-2.107143,-3540
-2.107143,-2598
-2.107143,277
-2.107143,3928
-2.107143,-3894
-2.107143,-3344
-2.107143,167
-2.107143,4008
-2.107143,-1942
-2.107143,8201
-2.107143,-543
-2.107143,-4499
-2.107143,252
-2.107143,-1487
-2.107143,6849
-2.107143,-12216
-2.107143,5859
-2.107143,6721
-2.107143,2548
-2.107143,-2729
-2.107143,2596
-2.107143,583
-2.107143,-5772
-2.107143,1720
-2.107143,7706
-2.107143,-3189
-2.107143,-4802
-2.107143,-1150
-2.107143,-3877
-2.107143,-1681
-2.107143,1841
-2.107143,-1834
-2.107143,-2621
-2.107143,-1223
-2.107143,-1141
-2.107143,-6615
-2.107143,-257
-2.107143,4559
-2.107143,-3264
-2.107143,8500
-2.107143,-3210
-2.107143,2357
-2.107143,535
-2.107143,-710
-2.107143,5515
-2.107143,-162
-2.107143,1209
-2.107143,-12785
-2.107143,6530
-2.107143,-1585
-2.107143,2296
-2.107143,2056
-2.107143,3346
-2.107143,-1324
-2.107143,6363
-2.107143,-2517
-2.107143,-496
-2.107143,6688
-2.107143,-1478
-2.107143,3211
-2.107143,2265
-2.107143,1715
-2.107143,-1229
-2.107143,6391
-2.107143,-8564
-2.107143,-204
-2.107143,10262
-2.071428,-4322
-2.071428,-3030
-2.071428,6651
-2.071428,1191
-2.071428,5191
-2.071428,-2521
-2.071428,-1481
-2.071428,1957
-2.071428,-1169
-2.071428,185
-2.071428,-128
-2.071428,9
-2.071428,-248
-2.071428,435
-2.071428,-110
-2.071428,-893
-2.071428,2033
-2.071428,-774
-2.071428,-927
-2.071428,1733
-2.071428,-1466
-2.071428,1177
-2.071428,-1378
-2.071428,1494
-2.071428,-781
-2.071428,71
-2.071428,407
-2.071428,-262
-2.071428,-377
-2.071428,528
-2.071428,869
-2.071428,-592
-2.071428,-1334
-2.071428,164
-2.071428,3051
-2.071428,-3881
-2.071428,2997
-2.071428,-1906
-2.071428,-96
-2.071428,-957
-2.071428,4531
-2.071428,-4534
-2.071428,-1516
-2.071428,740
-2.071428,3848
-2.071428,-1700
-2.071428,-848
-2.071428,6090
-2.071428,-3490
-2.071428,-2940
-2.071428,495
-2.071428,3844
-2.071428,-5540
-2.071428,-2393
-2.071428,1202
-2.071428,2475
-2.071428,-5193
-2.071428,1521
-2.071428,426
-2.071428,-2039
-2.071428,-10256
-2.071428,6238
-2.071428,3396
-2.071428,2635
-2.071428,-6470
-2.071428,11867
-2.071428,1074
-2.071428,-1279
-2.071428,-4447
-2.071428,1269
-2.071428,-7782
-2.071428,225
-2.071428,-1637
-2.071428,11430
-2.071428,-9999
-2.071428,-3194
-2.071428,6942
-2.071428,293
-2.071428,5305
-2.071428,-837
-2.071428,-3846
-2.071428,5828
-2.071428,5656
-2.071428,-8759
-2.071428,-7332
-2.071428,8451
-2.071428,-1953
-2.071428,-12359
-2.071428,7986
-2.071428,2074
-2.071428,6193
-2.071428,2290
-2.071428,278
-2.071428,-536
-2.071428,3844
-2.071428,6616
-2.071428,-3568
-2.071428,-2465
-2.071428,-70
-2.071428,-6299
-2.071428,-711
-2.071428,5597
-2.071428,12168
-2.071428,-10433
-2.071428,-472
-2.071428,-1394
-2.071428,-4139
-2.071428,164
-2.071428,3684
-2.071428,-1372
-2.071428,-2877
-2.071428,10129
-2.071428,-1541
-2.071428,1080
-2.071428,-3297
-2.071428,4297
-2.035714,1382
-2.035714,991
-2.035714,2666
-2.035714,3378
-2.035714,-711
-2.035714,-2680
-2.035714,1897
-2.035714,-476
-2.035714,-133
-2.035714,121
-2.035714,-607
-2.035714,540
-2.035714,-28
-2.035714,-294
-2.035714,-284
-2.035714,1149
-2.035714,-203
-2.035714,-1468
-2.035714,1556
-2.035714,-813
-2.035714,-482
-2.035714,116
-2.035714,740
-2.035714,-779
-2.035714,346
-2.035714,-13
-2.035714,44
-2.035714,-739
-2.035714,503
-2.035714,669
-2.035714,-273
-2.035714,-256
-2.035714,520
-2.035714,451
-2.035714,-929
-2.035714,1050
-2.035714,-437
-2.035714,880
-2.035714,-3129
-2.035714,4287
-2.035714,-4601
-2.035714,-1030
-2.035714,-1604
-2.035714,3368
-2.035714,3
-2.035714,-4314
-2.035714,230
-2.035714,2779
-2.035714,-2861
-2.035714,1153
-2.035714,5730
-2.035714,-4475
-2.035714,-1611
-2.035714,-182
-2.035714,6204
-2.035714,-6543
-2.035714,5469
-2.035714,-2549
-2.035714,4784
-2.035714,-10723
-2.035714,295
-2.035714,3829
-2.035714,-5677
-2.035714,-659
-2.035714,-7643
-2.035714,2079
-2.035714,-4445
-2.035714,3844
-2.035714,-1962
-2.035714,-4619
-2.035714,-1759
-2.035714,5078
-2.035714,-2070
-2.035714,3743
-2.035714,-2574
-2.035714,1631
-2.035714,-5805
-2.035714,546
-2.035714,254
-2.035714,-1421
-2.035714,149
-2.035714,-6335
-2.035714,195
-2.035714,-556
-2.035714,-557
-2.035714,2248
-2.035714,2182
-2.035714,2321
-2.035714,-3462
-2.035714,-347
-2.035714,7464
-2.035714,-6876
-2.035714,3850
-2.035714,847
-2.035714,7204
-2.035714,-2817
-2.035714,3721
-2.035714,-2188
-2.035714,5325
-2.035714,-10762
-2.035714,-257
-2.035714,721
-2.035714,1935
-2.035714,-10414
-2.035714,13226
-2.035714,-11197
-2.035714,6220
-2.035714,5191
-2.035714,1414
-2.035714,243
-2.035714,-3778
-2.035714,-3056
-2.035714,-1453
-2.035714,1203
-2.035714,10193
-2,6047
-2,-3655
-2,3115
-2,2265
-2,755
-2,-3906
-2,1786
-2,211
-2,-346
-2,43
-2,-716
-2,767
-2,-298
-2,-130
-2,-338
-2,1349
-2,-747
-2,-919
-2,1306
-2,-546
-2,-456
-2,559
-2,231
-2,-561
-2,283
-2,9
-2,136
-2,-650
-2,777
-2,210
-2,244
-2,-1721
-2,493
-2,-150
-2,876
-2,-1012
-2,-741
-2,889
-2,-1896
-2,3296
-2,24
-2,-1340
-2,-667
-2,2457
-2,-2093
-2,-641
-2,1297
-2,3601
-2,-6429
-2,1882
-2,2718
-2,-4822
-2,-2404
-2,1305
-2,4793
-2,-3176
-2,1139
-2,5333
-2,2429
-2,-7198
-2,5049
-2,3643
-2,6960
-2,-4172
-2,3741
-2,1407
-2,-4617
-2,4771
-2,4031
-2,-8658
-2,7379
-2,221
-2,-2582
-2,-10858
-2,3128
-2,453
-2,-480
-2,4985
-2,728
-2,-2756
-2,4882
-2,-7061
-2,8947
-2,-14987
-2,3556
-2,170
-2,-6576
-2,1637
-2,7715
-2,-6629
-2,172
-2,-2860
-2,-4356
-2,-3957
-2,2988
-2,-2190
-2,6530
-2,-9893
-2,-667
-2,-5810
-2,-4766
-2,1496
-2,-7081
-2,4580
-2,-101
-2,7861
-2,-989
-2,-5900
-2,-4185
-2,14572
-2,10018
-2,7950
-2,-9118
-2,1613
-2,2105
-1.964286,9377
-1.964286,-7272
-1.964286,4987
-1.964286,811
-1.964286,2339
-1.964286,-5505
-1.964286,1795
-1.964286,518
-1.964286,-358
-1.964286,-221
-1.964286,-757
-1.964286,1109
-1.964286,-707
-1.964286,175
-1.964286,-94
-1.964286,459
-1.964286,-232
-1.964286,-382
-1.964286,214
-1.964286,407
-1.964286,-843
-1.964286,477
-1.964286,398
-1.964286,-508
-1.964286,93
-1.964286,244
-1.964286,-188
-1.964286,-415
-1.964286,322
-1.964286,208
-1.964286,391
-1.964286,-2070
-1.964286,577
-1.964286,1965
-1.964286,-1353
-1.964286,-79
-1.964286,-210
-1.964286,1263
-1.964286,-1398
-1.964286,4043
-1.964286,-1144
-1.964286,-1790
-1.964286,-2206
-1.964286,1887
-1.964286,-1391
-1.964286,-323
-1.964286,268
-1.964286,2683
-1.964286,-7060
-1.964286,1507
-1.964286,3001
-1.964286,414
-1.964286,-4375
-1.964286,-3607
-1.964286,3114
-1.964286,-5921
-1.964286,5329
-1.964286,-4295
-1.964286,5457
-1.964286,-8821
-1.964286,-4198
-1.964286,4553
-1.964286,3741
-1.964286,-6203
-1.964286,-958
-1.964286,3549
-1.964286,-1497
-1.964286,4026
-1.964286,5266
-1.964286,-5323
-1.964286,-3198
-1.964286,-392
-1.964286,1727
-1.964286,1751
-1.964286,-6069
-1.964286,-2464
-1.964286,8999
-1.964286,2974
-1.964286,-1993
-1.964286,1822
-1.964286,-5900
-1.964286,5993
-1.964286,-8407
-1.964286,137
-1.964286,-206
-1.964286,-5186
-1.964286,-4565
-1.964286,3541
-1.964286,2339
-1.964286,7121
-1.964286,-3689
-1.964286,-8248
-1.964286,5593
-1.964286,2235
-1.964286,2948
